review_id,product_id,product_title,category,rating,review_title,review_text,helpful_vote,price,timestamp,data_source
r00011,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Straw cracked,"Straw cracked at the joint where it attaches. My kid was using it, not ideal. I really wanted to love this.",33,29.99,1728043517880,synthetic_demo
r00012,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Solid everyday bottle,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy.,21,29.99,1750802237009,synthetic_demo
r00013,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Straw hole drips constantly,It drips from the straw hole whenever the bottle tips over. My car seat is soaked. Two stars because the color is nice at least. I really wanted to love this.,69,29.99,1745890763916,synthetic_demo
r00014,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Leaked all over my backpack,"No matter what I do, it leaks around the threads. Tried three different gaskets, still wet.",8,29.99,1761687594152,synthetic_demo
r00015,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Hinge snapped,The flip lid hinge snapped after three weeks of normal use. Now it won't stay closed.,27,29.99,1750226608626,synthetic_demo
r00016,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Dented after one drop,Not durable at all. The bottom rim bent in and now it doesn't sit flat. I really wanted to love this.,51,29.99,1778906123593,synthetic_demo
r00017,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Love this bottle,"Three months in and no leaks, no dents. Washing it is quick and easy. Highly recommend.",5,29.99,1766474006128,synthetic_demo
r00018,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Hard to open,"The button gets stuck and the lid is really hard to open one-handed. Bought it based on the good reviews, sadly disappointed. My previous bottle from another brand never had this problem.",47,29.99,1751443212549,synthetic_demo
r00019,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Great quality for the price,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",0,29.99,1733551656303,synthetic_demo
r00020,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Love this bottle,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy.,21,29.99,1785931121759,synthetic_demo
r00021,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,1,Overpriced for the quality,You're paying for the brand. Quality control is all over the place. My previous bottle from another brand never had this problem.,22,29.99,1750706845105,synthetic_demo
r00022,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Love this bottle,Perfect size for the gym and it fits my car holder. Colors look even better in person.,9,29.99,1741115500797,synthetic_demo
r00023,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Best bottle I've owned,Perfect size for the gym and it fits my car holder. Colors look even better in person.,8,29.99,1730760751348,synthetic_demo
r00024,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Broke within a month,"The powder coating started chipping within a month. Looks years old already. It started fine, then problems showed up quickly.",5,29.99,1786339070162,synthetic_demo
r00025,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Exactly what I needed,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new. Would buy again.",21,29.99,1772390830116,synthetic_demo
r00026,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Exactly what I needed,"Three months in and no leaks, no dents. Washing it is quick and easy. Highly recommend.",10,29.99,1768043929336,synthetic_demo
r00027,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Best bottle I've owned,Keeps my water ice cold through my entire shift. The lid seals perfectly so far.,17,29.99,1732939959084,synthetic_demo
r00028,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Hinge snapped,"Straw cracked at the joint where it attaches. My kid was using it, not ideal. I really wanted to love this. This was my second one and both had issues.",25,29.99,1725292729943,synthetic_demo
r00029,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Best bottle I've owned,"Three months in and no leaks, no dents. Washing it is quick and easy. Would buy again.",9,29.99,1748626694683,synthetic_demo
r00030,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Plastic smell won't go away,"The silicone gasket smells like a warehouse. My water picks up the taste immediately. Bought it based on the good reviews, sadly disappointed.",29,29.99,1730054389702,synthetic_demo
r00031,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Paint chipping off,Dropped it once from the counter and it dented so badly it wobbles on the table now. My previous bottle from another brand never had this problem. Two stars because the color is nice at least.,17,29.99,1760814928681,synthetic_demo
r00032,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Doesn't fit my car cup holder,Fits my truck but not my sedan. Would love a tapered bottom version. I really wanted to love this.,55,29.99,1780173320818,synthetic_demo
r00033,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Leaks in my bag,The lid leaks no matter how tight I screw it on. Ended up with a wet laptop after my commute. Returning it this weekend.,22,29.99,1785628911000,synthetic_demo
r00034,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,1,Leaked all over my backpack,"No matter what I do, it leaks around the threads. Tried three different gaskets, still wet.",112,29.99,1776372523427,synthetic_demo
r00035,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Perfect for the gym,Perfect size for the gym and it fits my car holder. Colors look even better in person.,1,29.99,1751276535761,synthetic_demo
r00036,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Smaller than expected,"Feels bulky and heavy when full. Wish they had a smaller size option. Bought it based on the good reviews, sadly disappointed. Maybe I got a defective unit.",40,29.99,1786782004035,synthetic_demo
r00037,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Holds up great,"Three months in and no leaks, no dents. Washing it is quick and easy. Highly recommend.",9,29.99,1752669080468,synthetic_demo
r00038,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Perfect for the gym,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy. Buying another one for my partner.,7,29.99,1773158568119,synthetic_demo
r00039,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Best bottle I've owned,Perfect size for the gym and it fits my car holder. Colors look even better in person. Would buy again.,7,29.99,1785581467279,synthetic_demo
r00040,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Doesn't fit my car cup holder,The base is too wide for my car's cup holder. It wobbles and almost falls out on every turn. I really wanted to love this.,53,29.99,1785953535425,synthetic_demo
r00041,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Perfect for the gym,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",10,29.99,1755291609511,synthetic_demo
r00042,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,1,Not leakproof at all,"Water seeps out of the seal within minutes of lying flat in my gym bag. Ruined my notebooks. It started fine, then problems showed up quickly.",125,29.99,1752208185446,synthetic_demo
r00043,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Keeps water cold all day,"Three months in and no leaks, no dents. Washing it is quick and easy.",19,29.99,1767134117347,synthetic_demo
r00044,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,2,Dented after one drop,The powder coating started chipping within a month. Looks years old already. This was my second one and both had issues. Would not recommend to daily commuters.,18,29.99,1740496886414,synthetic_demo
r00045,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,4,Exactly what I needed,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new. Gifted one to my sister and she loves it.",17,29.99,1734274637879,synthetic_demo
r00046,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Best bottle I've owned,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy. Gifted one to my sister and she loves it.,18,29.99,1784952145551,synthetic_demo
r00047,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Ice melts in 2 hours,My coffee is lukewarm by the time I get to work. The insulation is just not there. Used it daily for about three weeks before giving up.,55,29.99,1786817873772,synthetic_demo
r00048,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Love this bottle,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new. Gifted one to my sister and she loves it.",21,29.99,1747504907483,synthetic_demo
r00049,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,5,Holds up great,Perfect size for the gym and it fits my car holder. Colors look even better in person.,10,29.99,1736909495362,synthetic_demo
r00050,B0DEMO0001,HydraPeak Pro Insulated Water Bottle 24oz - Leak-Proof Tumbler with Straw Lid,Water Bottles / Tumblers,3,Bulky for everyday carry,"It's too tall for my backpack side pocket. Fine for the car, annoying everywhere else. Bought it based on the good reviews, sadly disappointed.",25,29.99,1745837458541,synthetic_demo
r00051,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,3,Smaller than expected,The 24oz is bigger in person than in the photos. Check dimensions carefully. Two stars because the color is nice at least.,31,15.99,1751854448742,synthetic_demo
r00052,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,2,Too big for my backpack,"It's too tall for my backpack side pocket. Fine for the car, annoying everywhere else. Contacted the seller, still waiting for a reply.",5,15.99,1780050436264,synthetic_demo
r00053,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,5,Exactly what I needed,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",17,15.99,1741823303074,synthetic_demo
r00054,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,1,Paint chipping off,Not durable at all. The bottom rim bent in and now it doesn't sit flat.,11,15.99,1752364514952,synthetic_demo
r00055,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,2,Not worth the money,Overpriced for what you get. The issues it has are unacceptable at this price point.,29,15.99,1731196683380,synthetic_demo
r00056,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,1,Base is too big,"Doesn't fit a standard cup holder, so I have to hold it while driving. Pretty annoying. Returning it this weekend.",10,15.99,1776603028477,synthetic_demo
r00057,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,5,Keeps water cold all day,Perfect size for the gym and it fits my car holder. Colors look even better in person.,18,15.99,1766882359023,synthetic_demo
r00058,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,2,Straw cracked,"Straw cracked at the joint where it attaches. My kid was using it, not ideal. Two stars because the color is nice at least. Used it daily for about three weeks before giving up.",36,15.99,1786808752556,synthetic_demo
r00059,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,4,Love this bottle,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",13,15.99,1740374485648,synthetic_demo
r00060,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,3,Ice melts in 2 hours,"Expected cold water at the gym, got room temperature. Disappointed given the price.",7,15.99,1778928934862,synthetic_demo
r00061,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,2,Doesn't keep drinks cold,"Expected cold water at the gym, got room temperature. Disappointed given the price. Used it daily for about three weeks before giving up.",49,15.99,1747737276774,synthetic_demo
r00062,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,5,Holds up great,"Three months in and no leaks, no dents. Washing it is quick and easy. Gifted one to my sister and she loves it.",10,15.99,1749281151429,synthetic_demo
r00063,B0DEMO0002,AquaPure Sport Bottle 20oz BPA-Free,Water Bottles / Tumblers,3,Not as insulated as claimed,My coffee is lukewarm by the time I get to work. The insulation is just not there. Used it daily for about three weeks before giving up.,69,15.99,1736291121146,synthetic_demo
r00064,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,2,Ice melts in 2 hours,Sweats like crazy and loses cold fast. The vacuum layer seems defective. Two stars because the color is nice at least. Two stars because the color is nice at least.,4,24.99,1752868744749,synthetic_demo
r00065,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,3,Expected more at this price,You're paying for the brand. Quality control is all over the place.,49,24.99,1758214949790,synthetic_demo
r00066,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,3,Impossible to clean the straw,The lid has too many crevices where gunk builds up. Took me 10 minutes with a brush and it's still not clean. Would not recommend to daily commuters. My previous bottle from another brand never had this problem.,39,24.99,1756543359041,synthetic_demo
r00067,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,1,Paint chipping off,The powder coating started chipping within a month. Looks years old already.,46,24.99,1774674467518,synthetic_demo
r00068,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,4,Holds up great,Perfect size for the gym and it fits my car holder. Colors look even better in person.,1,24.99,1767381704585,synthetic_demo
r00069,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,5,Perfect for the gym,"Three months in and no leaks, no dents. Washing it is quick and easy. Gifted one to my sister and she loves it.",0,24.99,1751376192343,synthetic_demo
r00070,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,1,Leaked all over my backpack,"Water seeps out of the seal within minutes of lying flat in my gym bag. Ruined my notebooks. Contacted the seller, still waiting for a reply.",38,24.99,1751834386829,synthetic_demo
r00071,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,5,Solid everyday bottle,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy.,23,24.99,1761618809676,synthetic_demo
r00072,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,4,Best bottle I've owned,"Three months in and no leaks, no dents. Washing it is quick and easy.",7,24.99,1778095519300,synthetic_demo
r00073,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,5,Best bottle I've owned,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new. Highly recommend.",8,24.99,1750853328800,synthetic_demo
r00074,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,1,Broke within a month,The powder coating started chipping within a month. Looks years old already. My previous bottle from another brand never had this problem.,18,24.99,1744104950401,synthetic_demo
r00075,B0DEMO0003,TundraSip 30oz Travel Tumbler with Handle,Water Bottles / Tumblers,5,Love this bottle,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",23,24.99,1766345907955,synthetic_demo
r00076,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,2,Too wide for cup holders,"Doesn't fit a standard cup holder, so I have to hold it while driving. Pretty annoying.",22,19.99,1747607961568,synthetic_demo
r00077,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,4,Best bottle I've owned,Keeps my water ice cold through my entire shift. The lid seals perfectly so far. Gifted one to my sister and she loves it.,10,19.99,1757902155345,synthetic_demo
r00078,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,5,Keeps water cold all day,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new. Highly recommend.",21,19.99,1724654877137,synthetic_demo
r00079,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,3,Paint chipping off,"Not durable at all. The bottom rim bent in and now it doesn't sit flat. It started fine, then problems showed up quickly.",14,19.99,1756685231649,synthetic_demo
r00080,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,5,Exactly what I needed,Perfect size for the gym and it fits my car holder. Colors look even better in person.,7,19.99,1773605180501,synthetic_demo
r00081,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,5,Great quality for the price,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy.,10,19.99,1766196709189,synthetic_demo
r00082,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,5,Perfect for the gym,Keeps my water ice cold through my entire shift. The lid seals perfectly so far. Would buy again.,15,19.99,1746112656313,synthetic_demo
r00083,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,5,Great quality for the price,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy. Highly recommend.,25,19.99,1725396991910,synthetic_demo
r00084,B0DEMO0004,SipWell Glass Water Bottle 18oz with Sleeve,Water Bottles / Tumblers,5,Keeps water cold all day,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",4,19.99,1782974870392,synthetic_demo
r00085,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,1,Hard to clean,"Wish the lid came apart like my old bottle. As it is, it's a bacteria farm. This was my second one and both had issues. Used it daily for about three weeks before giving up.",20,12.99,1756492795580,synthetic_demo
r00086,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,5,Love this bottle,"Three months in and no leaks, no dents. Washing it is quick and easy.",6,12.99,1780746512533,synthetic_demo
r00087,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,5,Best bottle I've owned,Perfect size for the gym and it fits my car holder. Colors look even better in person. Highly recommend.,11,12.99,1753986691881,synthetic_demo
r00088,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,1,Flip lid is flimsy,"Lid feels flimsy and cheap compared to the rest of the bottle. Brope after a few drops. It started fine, then problems showed up quickly.",58,12.99,1746404108855,synthetic_demo
r00089,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,5,Perfect for the gym,"Three months in and no leaks, no dents. Washing it is quick and easy. Would buy again.",4,12.99,1739998393442,synthetic_demo
r00090,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,5,Keeps water cold all day,Keeps my water ice cold through my entire shift. The lid seals perfectly so far.,16,12.99,1726517399944,synthetic_demo
r00091,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,4,Keeps water cold all day,Perfect size for the gym and it fits my car holder. Colors look even better in person.,14,12.99,1750524301268,synthetic_demo
r00092,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,3,Plastic smell won't go away,"The silicone gasket smells like a warehouse. My water picks up the taste immediately. Bought it based on the good reviews, sadly disappointed.",23,12.99,1775456201215,synthetic_demo
r00093,B0DEMO0005,FlexiGrip Squeeze Bottle 22oz - Gym Hydration,Water Bottles / Tumblers,5,Best bottle I've owned,"Three months in and no leaks, no dents. Washing it is quick and easy.",8,12.99,1769350781622,synthetic_demo
r00094,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,2,Dented after one drop,The powder coating started chipping within a month. Looks years old already.,16,14.99,1757716630323,synthetic_demo
r00095,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,4,Holds up great,Keeps my water ice cold through my entire shift. The lid seals perfectly so far. Gifted one to my sister and she loves it.,16,14.99,1725351754174,synthetic_demo
r00096,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,1,Paint chipping off,Not durable at all. The bottom rim bent in and now it doesn't sit flat. Maybe I got a defective unit.,23,14.99,1748295798495,synthetic_demo
r00097,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,5,Keeps water cold all day,"Three months in and no leaks, no dents. Washing it is quick and easy.",20,14.99,1760711047729,synthetic_demo
r00098,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,5,Best bottle I've owned,"Three months in and no leaks, no dents. Washing it is quick and easy.",16,14.99,1763132113498,synthetic_demo
r00099,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,3,Water everywhere,Water seeps out of the seal within minutes of lying flat in my gym bag. Ruined my notebooks. Honestly expected better at this price.,69,14.99,1784747072965,synthetic_demo
r00100,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,4,Exactly what I needed,Keeps my water ice cold through my entire shift. The lid seals perfectly so far.,25,14.99,1724819028008,synthetic_demo
r00101,B0DEMO0006,KiddoSip Children's Water Bottle 14oz,Water Bottles / Tumblers,5,Best bottle I've owned,Perfect size for the gym and it fits my car holder. Colors look even better in person.,23,14.99,1778068210953,synthetic_demo
r00102,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,2,Paint chipping off,The powder coating started chipping within a month. Looks years old already. Maybe I got a defective unit.,13,34.99,1763969773506,synthetic_demo
r00103,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,5,Love this bottle,Keeps my water ice cold through my entire shift. The lid seals perfectly so far. Gifted one to my sister and she loves it.,23,34.99,1778184296527,synthetic_demo
r00104,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,3,Expected more at this price,"Overpriced for what you get. The issues it has are unacceptable at this price point. Bought it based on the good reviews, sadly disappointed.",35,34.99,1784237486137,synthetic_demo
r00105,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,2,Broke within a month,Dropped it once from the counter and it dented so badly it wobbles on the table now. My previous bottle from another brand never had this problem. Maybe I got a defective unit.,60,34.99,1779850916168,synthetic_demo
r00106,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,2,Smells after a week,"You cannot take the lid apart, so smoothie residue just sits in there. Started smelling bad.",59,34.99,1753193782716,synthetic_demo
r00107,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,4,Great quality for the price,Bought two more for my kids. The straw lid is convenient and the handle feels sturdy.,8,34.99,1742007265796,synthetic_demo
r00108,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,5,Exactly what I needed,"Great value. Cold for 20+ hours on road trips, and the powder coat still looks new.",2,34.99,1772264809139,synthetic_demo
r00109,B0DEMO0007,MountainSteel Vacuum Thermos 40oz,Water Bottles / Tumblers,3,Dented after one drop,The powder coating started chipping within a month. Looks years old already.,15,34.99,1746510326849,synthetic_demo
